time_hours,T_1.0m,T_4.0m,T_8.0m,T_12.0m,T_14.0m
480.000,26.0407,26.0225,26.0321,26.0369,25.9259
481.000,26.0520,26.0877,26.1533,26.0373,26.0330
482.000,26.0768,25.9796,26.0526,25.9840,26.1201
483.000,25.9908,26.0541,26.0977,26.0136,25.9935
484.000,26.1215,26.0912,26.1166,26.0134,25.9968
485.000,26.0750,26.1622,26.0465,25.9727,26.0768
486.000,26.0521,26.0256,26.0801,26.0531,25.9734
487.000,26.0267,26.0923,26.1350,26.0704,25.9639
488.000,25.9774,26.1651,26.1350,26.0955,26.0950
489.000,26.0571,26.0415,25.9645,26.0748,25.9225
490.000,26.0186,25.9526,26.0068,26.0053,25.9437
491.000,25.9252,25.9708,25.9715,25.9824,25.9587
492.000,25.9713,26.0039,25.9792,25.9967,26.0352
493.000,25.8818,25.9974,25.9781,26.0372,25.9754
494.000,25.9702,25.9679,25.9308,25.9823,26.0020
495.000,25.8861,26.0697,25.8890,26.0422,26.0417
496.000,25.9246,25.9307,26.0105,25.9560,25.9735
497.000,25.8517,25.9928,25.9431,26.0606,25.9648
498.000,25.9847,25.9834,25.9804,26.0256,26.0016
499.000,25.9739,25.8938,26.0360,25.9841,25.9743
500.000,25.9203,25.9436,25.9956,25.9783,26.0976
501.000,26.0462,26.0179,26.0014,26.0417,26.0746
502.000,26.0637,26.0564,26.0591,26.0096,25.9638
503.000,26.0390,26.0514,26.0559,25.9008,26.0165
504.000,26.0762,26.1596,26.0375,26.1381,26.0106
505.000,26.0593,26.0927,26.0614,25.9892,26.0983
506.000,25.9929,25.9598,26.1291,26.0436,25.8430
507.000,26.0875,26.1319,26.0680,25.9899,25.9843
508.000,26.0919,26.1097,25.9809,26.1494,25.9629
509.000,26.0082,26.0869,26.0899,26.0023,25.9840
510.000,26.0805,26.1136,26.0887,25.9465,25.9729
511.000,26.0011,26.0155,26.0216,25.9960,25.8863
512.000,26.0922,26.0956,26.0029,26.0268,26.0716
513.000,26.0347,26.0142,26.0229,26.1312,26.0251
514.000,26.0273,25.9744,25.9497,25.9304,26.0402
515.000,25.9186,25.9939,25.9623,26.0114,25.9329
516.000,25.9672,25.9765,26.0155,25.9932,25.9925
517.000,25.9158,26.0190,25.9675,25.9486,25.9439
518.000,25.9273,25.9653,25.9459,25.9222,26.0765
519.000,25.8847,25.9611,25.9860,25.9804,26.0187
520.000,25.9078,25.8778,25.9424,25.9178,25.9737
521.000,25.9448,25.9752,26.0663,26.0810,25.9750
522.000,25.8191,26.0154,25.9502,26.0474,26.0132
523.000,25.9606,25.9534,26.0150,25.9830,26.0333
524.000,26.0004,25.9958,25.9688,25.9172,25.9663
525.000,25.9157,26.0208,25.9779,26.0610,25.8873
526.000,25.9552,26.0208,26.0563,26.0088,26.0260
527.000,26.0178,26.0536,25.9615,26.0272,26.0569
528.000,26.0472,26.0953,26.0801,25.9463,25.9517
529.000,26.0881,25.9892,26.0550,25.9960,25.9749
530.000,26.0994,25.9591,26.1441,26.0623,26.0394
531.000,26.1354,26.1178,26.0724,25.9109,25.9252
532.000,26.0409,26.0670,25.9744,26.0504,26.0267
533.000,26.0021,26.0626,26.1085,26.0404,26.0878
534.000,26.0751,26.1412,26.1055,26.0836,26.0275
535.000,25.9826,26.0788,25.9970,26.0513,26.0132
536.000,25.9859,26.0867,26.0257,25.9380,26.0394
537.000,26.1136,26.0734,25.9919,25.9990,26.0159
538.000,25.9729,26.0627,26.0858,26.0419,25.9985
539.000,25.9958,25.9132,25.9427,25.9297,26.0440
540.000,25.9531,25.9425,25.9910,26.1138,25.9799
541.000,25.9409,25.9426,25.8701,25.9603,26.0003
542.000,25.9110,26.0363,26.0690,25.9007,26.0124
543.000,26.0187,25.9286,25.9059,26.0475,25.9621
544.000,25.9235,25.9371,25.9645,25.9448,25.9974
545.000,25.8754,25.9520,25.9964,26.0557,25.9744
546.000,25.8948,25.9382,25.9829,25.9685,26.0142
547.000,25.9750,26.0509,25.9592,25.9443,25.9228
548.000,25.9363,25.9907,25.9746,26.0149,26.0330
549.000,26.0408,25.9851,26.0462,25.9846,25.9713
550.000,26.0628,26.0704,25.9828,26.0106,25.8883
551.000,26.0404,26.0553,26.0936,26.0089,25.9877
552.000,26.0591,26.0707,25.9611,26.0325,25.9666
553.000,26.1374,26.1921,26.0694,26.0162,25.9713
554.000,26.1088,26.0571,26.0285,26.0173,26.0821
555.000,26.1462,26.0835,26.1130,26.1336,25.9650
556.000,26.0947,26.0645,26.0849,26.0632,25.9625
557.000,26.1503,26.0928,26.0824,25.9961,26.0354
558.000,26.0643,26.0771,26.0077,26.0611,25.9600
559.000,26.0095,26.0615,26.0680,25.9445,25.9883
560.000,26.0346,26.0919,26.0044,26.0037,26.0126
561.000,25.9951,26.0740,26.0511,26.1484,26.0675
562.000,25.9642,26.0244,26.0059,26.0468,26.0085
563.000,25.9815,26.0483,25.9711,26.0538,25.8985
564.000,25.9507,25.9809,25.9372,26.0346,26.0171
565.000,25.8955,25.9838,25.9479,26.0094,26.0051
566.000,25.9292,25.9625,25.9884,25.9482,25.9205
567.000,25.8306,25.9059,25.9905,26.0491,25.9918
568.000,25.9573,26.0761,25.9446,26.0197,26.0346
569.000,25.9862,25.7898,25.9720,25.9796,25.9976
570.000,25.9524,25.9150,25.9294,25.9801,26.0590
571.000,26.0052,25.9825,25.9427,25.9960,25.9640
572.000,25.9684,25.9383,26.0808,25.9752,26.0353
573.000,26.0111,25.9862,25.9392,26.0934,25.9518
574.000,26.0274,26.0286,26.0546,25.9675,26.0746
575.000,26.0318,26.0767,25.9603,25.9972,26.0171
576.000,26.0229,26.1524,26.0042,26.0558,26.0662
577.000,26.1113,26.0480,26.0509,26.1078,26.0688
578.000,26.1757,26.0663,26.0613,26.0681,26.0019
579.000,26.1558,26.1896,26.0088,26.0724,26.0233
580.000,26.0862,26.0885,26.1140,26.0596,26.0289
581.000,26.0655,26.1532,26.1178,26.0320,25.9470
582.000,26.0803,26.1437,25.9468,26.0371,26.0312
583.000,26.0885,26.0665,26.0614,25.9790,25.9466
584.000,25.9782,26.1403,26.0577,26.0092,26.1173
585.000,26.0977,26.1152,26.0036,25.9692,26.0173
586.000,25.9822,26.0674,26.0039,26.0513,26.0080
587.000,25.9656,25.9476,26.0492,26.1030,26.0743
588.000,25.8396,26.0902,25.9817,25.9760,25.9808
589.000,25.9124,25.9510,25.9982,25.9446,25.9631
590.000,25.9229,26.0000,25.8666,25.9454,26.0114
591.000,25.9121,25.8846,26.0042,26.0025,26.0659
592.000,25.9208,25.9220,26.0192,26.0336,26.0413
593.000,25.8876,25.9466,25.9801,25.9336,26.0537
594.000,25.9312,25.8781,26.0241,25.9164,25.9475
595.000,25.9353,26.0656,25.9552,26.1272,25.9777
596.000,25.9888,26.0547,26.0128,26.0265,25.9646
597.000,25.9808,26.1178,26.0834,26.0014,26.0215
598.000,26.0424,26.0712,26.0280,25.9934,26.1289
599.000,25.9642,26.0753,26.0370,25.9903,26.0752
600.000,26.0466,26.0992,25.9770,26.0021,26.0389
601.000,26.0997,26.0296,26.1131,26.0623,26.0579
602.000,26.0196,26.1229,26.1473,26.1012,25.9946
603.000,26.1401,26.0697,26.1220,26.1010,25.9338
604.000,26.0756,26.1902,26.0648,26.0252,26.0538
605.000,26.1170,26.0628,26.0514,25.9938,26.0899
606.000,26.1476,26.0598,26.1076,26.0536,26.1186
607.000,26.0635,26.0495,26.1460,25.9426,26.0383
608.000,26.0527,26.0239,26.1217,25.9197,25.9380
609.000,26.0054,26.0839,26.0731,26.0876,26.0299
610.000,25.9931,26.0027,25.9965,26.0551,25.9937
611.000,26.0613,25.9771,25.9479,25.9848,25.9742
612.000,25.9360,26.0081,26.0510,25.9469,25.9592
613.000,25.8810,25.9937,25.9225,25.9757,25.9487
614.000,25.9604,25.9673,25.9701,25.9826,25.9000
615.000,25.9909,25.9507,26.0442,25.9538,26.0456
616.000,25.9369,25.9820,26.0336,25.9693,25.9434
617.000,25.9736,25.9332,25.9468,26.0617,26.0682
618.000,26.0358,25.9682,26.0607,26.0055,26.0069
619.000,25.9481,25.9705,25.9459,25.9299,26.0241
620.000,26.1158,25.9827,25.9317,25.8855,25.9484
621.000,26.0064,25.9934,25.9892,25.9605,25.9639
622.000,26.0447,26.0170,26.0813,26.0028,25.9546
623.000,26.0536,26.0946,25.9736,26.0261,26.0146
624.000,26.0549,26.0901,26.0205,26.0025,26.0266
625.000,26.0447,26.0688,26.1456,26.0106,26.0753
626.000,25.9972,26.0551,26.0173,26.0312,25.9684
627.000,26.0913,26.0706,26.0730,26.0499,25.9947
628.000,25.9946,26.0258,26.0771,26.0756,26.0517
629.000,26.0932,26.1157,26.0760,26.0491,26.1160
630.000,26.0993,26.1432,26.0912,26.0891,25.9840
631.000,26.0401,26.1016,26.0437,26.0934,25.9779
632.000,26.0355,26.0632,25.9459,26.1525,25.9973
633.000,26.0919,26.0428,26.1371,26.0301,25.9816
634.000,25.9755,26.0203,25.9638,26.0269,25.9470
635.000,25.9028,25.9308,25.9380,25.9968,26.0391
636.000,25.9552,25.9536,26.0479,26.0451,26.0339
637.000,25.8695,25.9404,25.9199,25.9983,25.9405
638.000,25.9036,25.9318,25.9630,25.9775,25.9656
639.000,25.8681,25.9382,25.9097,25.9654,26.0503
640.000,25.8977,25.9443,25.9923,26.0260,26.0195
641.000,25.8551,25.9239,25.9735,26.0154,26.0406
642.000,26.0221,25.9094,25.8842,25.9083,26.0552
643.000,25.9043,26.0332,25.9981,26.0128,26.0226
644.000,25.9675,25.9936,26.0247,25.9594,26.0425
645.000,26.0384,26.0821,26.0200,25.9637,26.0254
646.000,25.9353,25.9213,26.0611,26.0716,25.9414
647.000,26.0912,26.0085,25.9991,26.0659,26.0239
648.000,26.0328,26.1724,26.1081,26.0393,25.9915
649.000,26.1992,26.1609,26.0095,26.0653,25.9766
650.000,26.0455,26.2016,26.1024,26.0145,25.9364
651.000,26.1791,26.1569,26.0026,26.0637,26.0342
652.000,26.0958,26.0433,26.1380,25.9961,26.0185
653.000,26.0398,26.1149,25.9554,25.9945,26.0508
654.000,26.0395,26.1194,26.0928,26.0469,25.9985
655.000,25.9874,25.9963,26.0837,26.0362,26.0861
656.000,25.9788,26.0288,26.0904,26.0537,26.0164
657.000,26.0438,26.1028,26.0489,26.0891,26.0723
658.000,25.9060,26.0330,26.0740,25.9468,25.9349
659.000,25.9060,25.9113,26.0041,26.0210,26.0655
660.000,25.9871,25.9258,25.9904,25.9671,25.9588
661.000,25.9930,26.0012,26.0644,25.9929,26.0041
662.000,25.9720,25.9674,25.9799,26.0295,25.9980
663.000,25.8174,25.9761,26.0033,26.0575,26.0013
664.000,25.8741,26.0064,25.9775,25.9683,26.0301
665.000,25.9046,25.9563,26.0019,25.9914,25.9941
666.000,25.9248,25.9719,26.0514,25.9785,25.9999
667.000,25.8556,25.9488,25.9996,25.8633,25.9946
668.000,25.9817,25.9208,26.0521,26.0823,25.9039
669.000,26.0095,26.0389,26.0757,26.1422,25.9490
670.000,25.9873,26.0754,26.0820,26.0113,25.9893
671.000,26.0662,26.0121,26.1151,26.1108,26.0499
672.000,26.1518,26.1112,26.0884,26.0130,25.9531
673.000,25.9933,26.0473,26.0325,26.0545,26.0228
674.000,26.0412,25.9895,26.0787,26.0049,25.9559
675.000,26.1473,26.0966,26.0611,26.0634,25.9440
676.000,26.1811,26.1859,26.1689,25.9998,25.9683
677.000,26.0843,26.1335,26.1436,26.0763,26.0053
678.000,26.0682,26.0401,26.0837,26.0191,26.0685
679.000,26.0400,26.1876,26.0310,26.0275,25.9169
680.000,26.0927,26.1108,25.9735,26.0478,25.9020
681.000,26.0356,26.0461,25.9376,26.0319,26.0679
682.000,26.0575,25.9510,25.9678,26.0372,25.9766
683.000,25.9458,26.0187,25.9287,26.0241,25.9505
684.000,25.9861,25.9329,25.9880,26.0010,25.9681
685.000,25.9830,25.9301,26.0445,26.0837,26.0039
686.000,25.9662,25.9181,25.9953,26.0235,26.0210
687.000,25.9286,25.9712,26.0213,25.9877,26.0868
688.000,25.9203,25.9499,25.9866,26.0234,25.9867
689.000,25.9816,25.9238,26.0451,26.0763,25.9689
690.000,25.9337,25.9268,26.0146,25.9934,26.0442
691.000,26.0336,26.0149,26.0910,26.0281,26.0773
692.000,26.0293,25.9988,25.9717,26.0016,25.9702
693.000,25.9861,26.0592,26.1003,26.0316,25.9786
694.000,25.9447,26.1188,26.0324,25.9925,26.0019
695.000,25.9311,26.0655,26.0637,26.0418,26.1103
696.000,26.0709,25.9816,26.0743,25.9747,26.0142
697.000,25.9450,26.0646,26.1303,26.0297,25.9924
698.000,26.1057,26.1206,26.1306,26.0254,26.0419
699.000,26.1748,26.1186,26.0733,26.0726,25.9762
700.000,26.1479,26.2394,26.0891,26.1022,26.0251
701.000,26.1361,26.0874,26.0734,26.0675,25.9302
702.000,26.0782,26.1386,26.0626,26.0710,25.9614
703.000,26.0844,26.0904,26.0412,25.9983,26.0244
704.000,26.0185,26.1435,26.1299,26.0239,26.0353
705.000,26.0257,26.1524,26.1182,25.9571,26.0001
706.000,25.9518,25.9853,25.9622,26.0055,26.0448
707.000,25.9811,26.0670,25.9533,26.0256,26.0066
708.000,25.9507,25.9469,26.0049,26.0348,25.9723
709.000,25.9198,25.9960,25.9733,26.0496,26.0204
710.000,25.9283,26.0114,26.0334,25.9612,26.0150
711.000,25.9168,26.0090,25.9492,25.9818,25.9961
712.000,25.9059,25.8559,25.9913,26.0136,25.9466
713.000,25.9489,25.8836,26.0388,25.9966,25.9810
714.000,25.9732,25.9383,26.0374,26.0013,26.0227
715.000,25.9074,26.0421,26.0129,25.9799,26.0206
716.000,25.9482,25.9870,25.8960,26.0560,25.9467
717.000,26.0246,26.0271,25.9855,26.0434,25.9944
718.000,26.0628,25.9584,26.0484,25.9908,25.9836
719.000,26.0424,26.0665,26.0797,26.1195,26.0395
720.000,26.0918,26.0536,26.0532,25.9954,25.9870
